text,author,likes,replyCount,encoded
"zawae is not and expert he is a fraud, there gov museum will blow your mind and not open to the public. Joe could  get in.",@jasonm7354,0,0,"[0.0509867, 0.043473206]"
It’s gonna turn out to be completely nothing,@CityAnatomyATX,0,0,"[-0.008040694, -0.032491613]"
"That was predicted in the 70s , also a hidden corridor under the sphinx leading to a hidden chamber. The leading Egyptian historian has been trying to hide those facts to give credit to the Egyptian teams ( fact) due that international teams have discovered all of that .",@fernandoo1999,0,0,"[-0.009966424, -0.05735885]"
"It's funny how this ""discovery"" happened during the Equinox at Angkor Wat",@the6ixpathsofpain,0,0,"[0.0038393831, -0.013390217]"
Joe there is no lidar that can detect 2km below,@alpeks7514,0,0,"[0.06210211, -0.06374685]"
I've always thought of the Pyramids as some sort of survival bunkers that were built by an advanced civilization and used by humanity to survive an ancient cataclysm. Crazy they found megastructures that far down.,@tasjan9190,0,1,"[-0.025463412, 0.008873795]"
"Never forget, Egypt (geologically speaking) sits on top Earths largest LLSVP‼(check Wikipedia). Like purposeful over-scanning certain virus proteins, this radar can 'find' a lot of chambered vertical false positives. When Christ returns to split the Mt of Olives, it's ready even now to gush forth enough water to desalinate the dead sea (as promised).😃",@kwpctek9190,0,0,"[0.065039225, 0.010969124]"
They should do this in México too,@ricardosouza3119,0,0,"[-0.049963493, 0.033883244]"
"Cmon Joe, none of this has been supported.  How can you report this?",@rossestrada2288,0,0,"[0.052584495, -0.008044401]"
Amenti. Iykyk,@crimson903,0,0,"[-0.0046130517, 0.042956837]"
unfortunately apparently the science behind it is pretty sloppy and unclear so we shall see,@fulviobennato,1,0,"[0.041741297, 0.009640384]"
Okay my uneducated opinion. Let’s say the great flood did happen okay and that reset our technology. Okay from that time till now. Idk how many 1000s of years I think 4-5000. Okay before Noah’s ARK people lived to be 800 years old some 1200. And giants lived in those days. Okay now ask this… let’s say we could line 800 years old. How populated could the world be and how advanced could our tech become in 4000 years… and all these pyramids somehow all had some connection on different ends of the world and no body’s and all these pyramids somehow structures are sunken… almost like there was a great flood or something. “Makes spooky ghost sound” oooOooooOOoOoOoOo .. it’s almost as if the cabal and World economic forum doesn’t want us to know the Bible is real maybe maybe satan is in charge of them. Hmmmmmmmmmmmmmmmmmm weirdddddddd lol😂,@GabrielOfGod-d1p,0,0,"[0.0020083901, 0.012000712]"
It always amazes me how an intelligent man like Joe Rogan can give credence to all these outlandish pyramid theories...even in cases like this which are very obvious and blatant scams.,@prefono,0,1,"[0.040792193, -0.030003885]"
"Clearly they are sonic amplifiers, or resonance chambers that create harmonic frequency that can be used to manipulate gravity.   Honestly pay attention people!",@CalUNI-or8hn,0,0,"[-0.02343479, 0.023082366]"
This is a hoax by a bunch of amateur hacks who fabricated their evidence. Peer review will destroy this nonsense once the real experts like Flint Dibble and Zahi Hawass get ahold of it. This is just Billy Carson nonsense.,@Steph-nt5ht,0,0,"[0.019769866, -0.004837073]"
"the head of the Egyptian antiquities is the typical archeologist just like the scientific community, it's what we say and no one will prove us wrong even if we are.",@rob8392,0,1,"[-0.008745836, -0.047618326]"
Remember folks aleister  Crowleys  have connections we those pyramids  no doubt pure Satanist plus he was summoned  demonic entity 2,@RubyBaez-q3k5y,0,1,"[-0.027828593, 0.001101754]"
I will believe it when I see the actual evidence. If this were true it would be all over.,@rob8392,0,0,"[-0.02091749, 0.02120607]"
"It was an ancient refugee underground city from the previous civilization to survive the flood, not created by alien, ancient Egyptians or interdimensional beings.",@lilee5727,0,1,"[-0.014421812, 0.0012354939]"
"Ok, I want to see the photos. You are just listening to people say what was found under the pyramids without any proof at all. I'll believe it when I see it.",@PaulLester-t6x,0,0,"[-0.03700927, -0.014231768]"
Great time to be a tome raider.⛏️,@youmadd7466,0,0,"[-0.07638941, -0.041446522]"
It's hilarious because it's a hoax...,@jfintex43,0,0,"[-0.024566887, -0.015884927]"
literally fake news,@_demitri,0,0,"[-0.0059660515, -0.0010516798]"
I’m confused why Joe Rogan is talking to someone about pyramids that openly says Arabs and Africans are sub-human that have benefited little to history. How can someone like that give you a normal opinion not laced with propaganda.,@Ramon-.170,0,0,"[0.009161768, -0.0676785]"
"Huh, the mummy levels from Metal Slug 2/X have been discovered.",@Anyone00TZ,0,0,"[-0.048637506, -0.03646823]"
"A bunker to survive a period not mentioned in human history, which would be another conspiracy theory about false reality and its cycles of spiritual imprisonment, but has a difference between theories, the Alien is a secular novelty invented by modern identities that redesigned new characters for old actors mentioned millennia ago in archaeological finds that narrated stories transmitted by previous peoples the cycles of false reality are already affirmed many millennia ago by the Tibetans and other ancient peoples, not as theory, but as fact passed down from generations to generations, it is interesting.",@eternity717,0,0,"[-0.001488188, 0.00096016855]"
"Btw invite professor Malanga or Bindi with an Italian translator , your mind will be blown!",@And_Rec,0,0,"[0.025740724, -0.067356974]"
"Was not lidar but SAR, they made a new software to analyze the shift of different materials from various sequential taken photos (not really photos)... this new software is patent pending but all other data are public, and free here in Italy. The software was successfully tested on other structures we have access here from bridges to bunkers and the resulting images have been shown to be pretty accurate considering the level of assumptions and calculations used.More than the pyramid discoveries, if this new way of using SAR data is confirmed and confirmed again, here in Italy we will have the most powerful penetrating system in the world, White House bunker? Area 51? Korea ? We could see all underneath... so what I guess is military will take possession, or the poor Bindi (the guy from space agency that developed it will be suddenly missing lol.Hope instead for once, not being in America that this can stay public and free!",@And_Rec,0,0,"[0.013633713, -0.07762241]"
Chambers 2000 ft deep down  means these structures are tens of thousands of years old. Meaning only Black Africans existed at that time and created this civilization. Sorry Hawass😂💪🏿💪🏿💪🏿💪🏿,@lf1496,0,0,"[-0.004031656, -0.011765767]"
We need Eddie Bravo on this asap,@aeneas116116,0,0,"[-0.036966365, -0.087501295]"
Where's Flint Dibble 😂,@Rick1000-s5w,0,0,"[0.032721344, -0.037712637]"
Garbage. Nonsense.,@mantronickilldozer,0,0,"[-0.004418241, 0.015418716]"
Maybe it's a rock quary,@cryyear11,0,0,"[-0.009655805, -0.0202082]"
"You should take a look at the album cover of the band,Earth Wind and Fire. The album is called,Fantasy. The album cover shows these columns standing on a square base underneath the pyramid. 1977,Earth Wind and Fire,they were telling us about the pyramid structures nearly 50 years ago on an album cover.",@michaelwillis4532,0,0,"[-0.021892322, -0.00282459]"
Giants had to help them,@mikebellagiomusicgaming1893,0,0,"[0.008219537, -0.0064411815]"
"The bottom line is A Hawass knows for a 100% fact that the Egyptians did not build these  as they STILL can’t even build a fkn 3 bedroomed house 5,000 years later , their still living in fkn mudhuts , whoever built these structures left this earth that’s for sure and evidence may just be down there which Hawass will want to hide from Western eyes as he always does ! He can bullshit all he wants these pyramids were built by a different race , culture , civilisation which probably left this planet thousands of years ago .",@garyhillman4993,1,0,"[-0.021715157, -0.0354938]"
Zawa hawass won’t let people down before him cos he wants first dibs on thieving anything of value like he usually does. Also he will not show if there’s anything that shows it wasn’t built by the Egyptians!,@garyhillman4993,1,0,"[0.007778024, -0.005032007]"
"the bent pyramid also has a giant cylindrical feature that was underground, and covered, they even found hidden shafts, that were plastered over, that go waaaay underground and the internal structure and rooms are almost identical to the great pyramid",@aaronvalenciaz1413,0,0,"[-0.01500342, 0.030872108]"
"Everybody on here talking ,but nobody knows what os true and what isnt. Some are to eager to believe a lie  and some will never believe even if its true. Bottomline,nobody knows until we actually go there to see. Thats the best way to settle the dispute...then again prolly somebody blocking your way...",@ramonvanrhemen6432,0,1,"[0.022519428, -0.014219772]"
"Sonar has been around since 1906, Lidar had been around since 1960. And y'all believe they are just now looking under the pyramids, when they use these tools all over Egypt for research. Stop believing everything you hear from these right winged podcasts. They always have an agenda.",@Sir_Swirl,1,0,"[-0.03411477, -0.039415453]"
It’s fake,@RaphaelG63,0,0,"[-0.033257745, 0.01445735]"
Stuff just keeps getting older.,@Nick9Three,0,0,"[0.0015588624, 0.011453833]"
"If it was some sort of power plant, that would change everything. What kind of energy were they creating, gathering? Then what devices were using that type of energy? 😮",@One-12937,1,0,"[0.0062098345, 0.005927636]"
Why wasn’t this on the news?,@RobertaTorres-vt6vf,0,0,"[0.008290274, 0.0005047985]"
Yeah they didn't make that in 30 years.,@johnyoutube8344,0,0,"[-0.0023247867, -0.043282405]"
There's only one problem with this GPR or ground penetrating radar can only go about a hundred feet. And that's under perfect conditions which dry sand is perfect conditions. Also Bathymetric LiDAR. Which is used to measure the depth and water can only go about 25 m. So somebody's going to have to explain to me how they're looking 400 m deep. Anyway as much as I want it to be true it's horseshit,@jaybatson2322,0,1,"[0.008174042, -0.030213082]"
The Pyramid is a Water Pump for extracting of Gold.,@yoashuain1,0,0,"[0.013267293, -0.0052923155]"
"To dig for 2 kilometers is a very difficult task today, what technology did they have back then? And this was repeated multiple times, I'm speechless.",@dfed7673,0,1,"[0.006711281, -0.022289956]"
"Ugh, this question will never be seen.  Do they know that the pillars are hollow as they’re being shown here?",@cynthiaknott5376,0,0,"[-0.007937243, -0.06952202]"
I completely call BS on this one...,@dddmmm21,0,0,"[0.017285593, -0.027379544]"
"except you can't listen to Zahi Hawass, he denies everything that does not fit his narrative of the Egyptians built the pyramids and nothing else matters.",@Dragon-Smoke-29,0,0,"[0.016369615, -0.023201989]"
"This is fantastic! There is no way humans made these structures. This discovery will lead to the demise of all the male as godhead religions on earth! I believe more discoveries will come out, and not just in Egypt, that will propel us out of dualism!",@KittyWonton,1,1,"[0.002841084, -0.045363724]"
It's bullshit,@alexmacaulay9550,0,0,"[-0.007167248, -0.058265198]"
This isn’t shocking at all….they should of figured this out about 30yrs ago honestly,@pierrefab7185,0,0,"[0.0002472362, -0.011068866]"
Now what if all the old funding is all wrong not the coffins or funding of mummy's but what they are all wrong from finding what looked like to be cogs to misery moving parts what if the Egyptian back in the day where highly civilised and more advanced than us the now ??,@Andyb2507,0,0,"[0.03619654, 0.02103902]"
"I saw a YouTube comment saying that he ran into a guy who asked him, ""Did you know the pyramids reach all the way down into Hell? That's how we get to the surface""",@Valejandrom,0,0,"[-0.012971192, 0.008258116]"
Didn't Billy Carson say something over a year ago about a spaceship being underneath the pyramid?,@texastiger903,1,0,"[0.039431896, -0.039846852]"
More proof of the ancient power plant theory....,@CatRacer1A2A-SO,0,0,"[-0.053723954, 0.026399266]"
"anyone who has actually seen the pyramids and been inside them wouldn't believe they are tombs, you have to be brainwashed by academia to believe that shit 😂 they are so monumentally impressive, would never be built to bury one dude, no way.",@calebmhorvath,0,0,"[0.00649218, -0.022057794]"
"they aren't tombs, never were. i've been there multiple times and they don't even give the vibe of other tombs i've been to, which may not mean much but go see them inside yourself and you'll get what i mean",@calebmhorvath,0,1,"[-0.001546839, -0.0011305378]"
Jaime nice Sleep Token shirt ❤I am loving you,@faithtaylor9324,0,0,"[-0.07298374, 0.03687653]"
How is no one mentioning that this paper is from 2022 and says nothing of the claims of large tubular wells???,@GamerDudester,0,0,"[0.016157426, 0.019636486]"
"pisses me off that people always say they are tombs, they are not fucking tombs",@calebmhorvath,0,0,"[-0.036789827, -0.011286744]"
"And the geometry, so we know it's real 😂😂😂",@lookbeneaththesurface4376,0,0,"[-0.010312697, 0.010012324]"
Let me find out Kat Williams was right again 🤯🤯,@noisycricket8924,0,0,"[0.026610825, -0.0067472393]"
"Don't worry, it's just the Necrons.",@conscarcdr,0,0,"[-0.017996926, -0.054820172]"
it seems that LiDAR can see only few centimeters under ground. how could this be possible?,@baldarn,0,0,"[0.0032934016, -0.067913555]"
"It must be full of water, right?",@Kevin-VII-VII-VII,0,0,"[0.03198262, 0.01702137]"
TriangleCyliderSquare Does no one recognize  a pattern?,@Kevin-VII-VII-VII,0,0,"[-0.029617196, -0.016856328]"
"Jews, Muslims and Christian tried to hide this stuff since ages.",@power279,0,0,"[-0.005949743, -0.030347366]"
Egypt goverment must be livid.,@power279,0,0,"[-0.027888605, -0.026074927]"
Zahi hawass is a fraud !,@100jr3,0,0,"[-0.0047042277, -0.011434269]"
"Here in Italy nobody talks about this Discovery, such a shame .",@Mariolino182,0,0,"[-0.04669162, 0.010031939]"
Ancient power plants,@luke3708,0,0,"[-0.054228764, 0.009863755]"
"Been asking what is under the pyramid or what is it built on... its not built in sand.... lolLook up how much the earth grows year, 100 years, 1000 years. Our dirt is our ancestors reality... a little riddle for those who care",@NeilTheKnifeGuy,0,0,"[-0.009563163, -0.0024768554]"
So,@thejoemonica,0,0,"[0.032166213, 0.040278945]"
At the bottom of the wells we'll find the Epstein list.,@jakebradminster709,0,0,"[-0.0046143364, 0.041912045]"
Hillarious bullshit.,@johnpedersen2958,1,0,"[-0.014336931, -0.037419412]"
Could these be giant Tesla coils that generate wireless electricity? Did they make the electrum tops of the pyramids glow like the belt of Orion in the night sky and generate an energy grid around the earth with all the other pyramids built on the same parallel?.All very interesting,@ashleylescott4880,0,1,"[-0.045861397, 0.029196795]"
The tunnels stretch from Giza through Israel all the way to Iraq. It's been known it was just covered up,@GregBonz,0,0,"[-0.041503947, -0.052964244]"
we have no technology that can map that deep. calling bollocks.,@leetshots,0,0,"[0.01733832, 0.01760291]"
"Don't believe a word of it personally? .......if it's really there then dig it up and prove it show the world, but of course that won't ever happen ,because it's total bs ,same when they say there's loads of hidden rooms that they can see with heat sensor technology,  knock through that wall and look then ,but again they won't, because it's all run by one guy who decides what's looked at and what isn't? And the whole thing is just made to be magical and mysterious, but the truth is it's just something that was built many years ago? There's no magic or lining up with stars that's all bullshit! They don't line up with any stars .you have  to invert it to make it work or some bullshit, and the stars weren't in the same place now as they were when they were built anyway? We've actually found no bodies in any of the pyramids ,despite they still say they were tombs ,theres apparently something under the sphinx ,but again not allowed to look ,its just total nonsense, I know what I say is controversial and millions of people disagree with me  but like I say prove it? If these things are there then excavate it and find out and prove it ,let's all learn about the truth and history like they do with every other archaeological site ,but not the pyramids as they want you to belive its magical i don't buy any of it?",@tphvox,0,0,"[-0.011497379, -0.012233519]"
It’s the earth bellybutton,@johnodei618,0,0,"[0.035889015, 0.03991505]"
"TO BE CLEAR, the paper that they are citing, has not been peer reviewed and the person who published it is known to publish some very very dubious and unsound work. Until its peer reviewed, any one that tells you they know for fact what’s underneath the pyramids is lying.",@karebushmarebu233,0,0,"[0.002013819, -0.0019284533]"
Aquifers and Obviously this is a power source.They were using the energy of the earth and water to create magic? Thats what my internal spirit says.,@adamisaac4685,0,0,"[-0.029923674, 0.02484268]"
"This is literally not true, at all.",@vabp8985,0,0,"[0.028431239, -0.01818367]"
guys this isnt even 100 percent true. they have found structures but all the diagrams depicting it are from an old debunked study that is years old. they do not know what any of this is at this time. This is all false info.,@sentientslug3259,0,0,"[0.03743077, -0.009048828]"
Synthetic Aperture Radar Digital Tomography 👌,@jasonkennedy1670,0,0,"[0.007323478, -0.028914634]"
"Tesla, literally anyone who built a water running car…(all go “crazy” missing, or die)…prove Tesla’s point energy can be transferred, harvested, transmitted for free and big corporations have known this for a long time.",@j3ssd3yo,0,0,"[0.048666522, 0.031981323]"
Stairways?,@robertremkes5588,0,0,"[-0.02640267, -0.068035536]"
Our boi wearing SleepToken merch 🫶🏼,@spudsngrubs,0,0,"[-0.05251962, 0.013000181]"
"This just proves the tatarian empire , and proves the FREE ELECTRICITY ( ETHER ) ✅✅✅",@bouteldjachamssedine798,0,0,"[-0.012802224, 0.0057942965]"
Power station theory doesn't seem stupid now 😂,@Owenthomas1991,0,0,"[-0.026043046, 0.0010171232]"
Imagine there is whole Egyptian civilization living underneath 2km,@kirangouds,0,0,"[-0.026609594, -0.021236762]"
Yu-Gi-Oh opening theme music starts to play. Heavy breathing O.O,@Key-Premise,0,0,"[-0.055913646, -0.017809084]"
"It’s a Hoax , right ? 😊",@ErnieBurt,0,0,"[0.0082330825, -0.009599927]"
All The sonar technologies to see the shafts in the pyramid and we suppose to believe they never saw coils and columns? 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,@D.Rothchild,0,0,"[-0.018601878, -0.0025787386]"
"This ""Discovery"" has april fools day written all over it..🤔",@l____bugc____l,6,0,"[-0.0072926385, 0.014798923]"
Given all the talk of the pyramids being something to do with taking souls to distant stars and the tubes with spirals around them reminded me of this old video where the guy in the shiny suit is picked up and taken to the stars and he uses water filled tubes with spirals round them to call home.  Wouldn't it be good .....  https://youtu.be/cTLTG4FTNBQ?si=kXgbXdKneNwHf0b4,@johnsinclair1912,0,0,"[-1.8507166e-05, 0.021191677]"
they havent discovered anything. just heat map.,@PepeULT,1,0,"[0.0028869954, -0.04575803]"
"I've worked for a SAR company, never seen it work like this.",@canadianrepublican1185,0,3,"[0.05638122, -0.036166165]"
"We all know that always show us the truth piece by piece, through books or Hollywood productions.They call these topics sci-fi. I will just say one thing: watch ""Total Recall"" from 1990 once again.At the foundation of every legend, every verbal account, lies a core of truth. Have a good day, and God be with you.",@lukaszkaczmarek616,0,0,"[-0.006830365, 0.0037021285]"
Every “conspiracy theory” ends up real after a couple decades😂 I love it,@Hunterevans15,1,0,"[-0.041127414, -0.0038292464]"
It was a slave prison,@AaronKyle-n4z,0,0,"[0.0052159447, 0.0136956945]"
Joe Rogan gets more annoying as time goes on,@Scappoose101,0,0,"[0.02403804, -0.017604614]"
that cancelled black dude just dropped his mic. whyfiles and nikola tesla also called this and hancock keeps saying to stuck stupid archeologists to do their effing jobs and keep looking,@TOATASI2007,0,0,"[0.0113147115, -0.008502585]"
They’re gonna find something under the pyramids soon. Remember Xmen apocalypse?,@yvy1,0,0,"[-0.04740015, -0.0058761565]"
Zahi Abass Hawass = one of the greatest a******s of all time.,@mrb6097,0,0,"[-0.040481437, -0.0065264055]"
The pyramids are built on top of limestone bedrock... So they drilled a mile into the bedrock? Crazy.,@christianalatorre9024,0,0,"[0.018680876, -0.01591009]"
Just show us the epstein list,@JG-xb2tk,0,0,"[-0.039343517, -0.027759368]"
Now we know how they put and held the moon in place 😮❤,@noelcasley4512,0,0,"[0.05062691, 0.008009156]"
Graham Hancock will be proven right,@maldo72,0,0,"[0.0058460264, 0.04563278]"
Let's see the archeological establishment explain how these were built just for the purpose of creating a tomb.,@dannydonuts4219,0,0,"[-0.03562508, -0.02137181]"
But why now? This was discovered in 2022. So why did they put off this news till now?,@vooooooood,0,0,"[-0.0013812971, 0.024504676]"
We are not alone we have never been alone,@ChrisB-qh7sd,0,0,"[0.028980538, -0.0056480523]"
Doesn't this discovery potentially rewrite all of human history?!!!!!,@The_Admiral5,0,0,"[0.017059736, 0.020878492]"
"I am skeptical, proposedly these have been discovered with some satellite resonance imagery? could be just a resonance artifact",@jarskiXD,0,0,"[-0.0017995621, 0.0037712918]"
Mjeeeeahhhhh. Mnnnnnnnnnaaaaaah braaah...,@joeblow1748,0,0,"[0.0002963712, -0.021663368]"
Lidar is a scanner that works with light. It does not penetrate objects. It can only scan surfaces. So either use the correct technology they used to scan it or don't talk about it.,@christof.the.engineer,5,1,"[0.012183384, -0.061565936]"
colonialist americans always see egyptians as retar* monkeys who dont deserve to own their land and always try to steal the pyramids so i wouldnt be shocked to hear that america tomorrow will invade egypt and use these types of childish theories as an excuse,@thegoldenboah3343,1,0,"[-0.046687476, -0.009573434]"
No way they used lidar for it,@123gh,0,0,"[0.002948669, -0.09571977]"
"This has been known for a decade. From my knowledge the Egyptian Govt and the Smithsonian will not allow any further study into it, letalone excavation.",@c7gimlim506,0,0,"[-0.010688665, -0.036776893]"
The method they used can’t penetrate more than 2 metres into the ground so how the hell are they making these claims?,@jtuds,0,0,"[-0.008640608, -0.046735525]"
Minecraft already knew about it,@jarchivas,0,0,"[-0.04980106, -0.009880508]"
"Built by the Giants, Men of Renown. According to the Holy Bible",@skywarp8611,0,0,"[0.017682854, 0.0118560605]"
Power plants ladies and gentlemen,@GadnukDestroyer,0,0,"[-0.026916357, -0.04102916]"
"If there IS something really below them, it may not be a good idea to go fuggin around down there.",@StonerCreek74,0,0,"[-0.028834082, -0.002785264]"
Looks like columns used as footers for the pyramid. If not that much weight would just sink in 100 years. Just being logical,@RobertPeters04,1,1,"[-0.028099176, -0.027184224]"
"How much you wanna bet, that because this new amazing and historically altering discovery, something   crazy (like war or whatever) is gonna happen and then this discovery is ""silenced""...how much you wanna bet",@joselemus3893,0,0,"[-0.025698058, -0.012641115]"
Is this even true ?? Where are the real images,@eganyc,0,0,"[-0.03910588, -0.025223792]"
Fake news,@gordoboy18,0,0,"[0.0043434096, -0.009307305]"
Whatever it is they will say they used ropes sleds and slaves to move them I will tell you that much 😂😂😂,@iknowsports6366,0,0,"[-0.04965087, -0.008476121]"
It's a bull shit.. Hancock is a nut job..,@andrewlabat9963,0,0,"[-0.0007035045, -0.006543551]"
Massive Battery,@mshineshare,0,0,"[-0.030924954, 0.033626344]"
Chiropractic talk 😂😅,@10tive,0,0,"[0.026952464, -0.018468088]"
Its our Dimensions Halo Ring,@danielayala7224,0,0,"[0.044127267, -0.0067975363]"
"Zahi: IT IS NONSENSE!Anyone with a brain: ""Shut up, Zahi.""",@sonofeyeabovealleffoff5462,0,0,"[-0.008793028, 0.014521754]"
Another distraction from the obvious destruction of America . I've heard anywhere from lost cities to huge power transformers . Epstien fikes Jfk Fikes and now this ? All you YT'ERS ARE APPARENT DISINFO AGENTS,@WeatherandAviation,0,0,"[-0.00732998, -0.01655445]"
I want to say something stupid and funny but I’m jut stunned if this is true. 😮,@trueflamexp7297,1,0,"[-0.022915594, 0.0019466205]"
Egypt will have a ”regime change” or ”hamas hides under the pyramids”. Just wait and see.,@utgardkraft1412,0,0,"[-0.026115676, -0.035998277]"
Stabilizers....just like Venice????,@freddieg.3387,0,0,"[0.014171059, -0.027430084]"
They were power plants of some sort. People have been saying it for years.,@ScottHenning-q9j,0,0,"[-0.013761554, -0.0025619832]"
"So, the Pyramids had gold tops when they were built. Gold is an excellent conductor for electricity, these images look like some sort of battery.",@chriswilson9331,0,0,"[-0.011015085, 0.012986442]"
That's the way the gods turn the 🌎 on for with power,@agraham5746,1,0,"[-0.04103906, 0.036015015]"
Sopranos with the CORRADO MALAGNA,@nickturturo974,0,0,"[-0.043545056, 0.015638586]"
Flint f'ing Dibble is sweating bullets right now.,@Fingolfin3423,1,0,"[0.023132922, -0.0751808]"
"Remote viewer said they produced power and stored power. The ppl in egypt had this ""electricity"" in use. There were also flying vehicles that would hover near the tip of the pyramids and recharge.",@kathleendavis2008,0,0,"[-0.046506308, 0.012897171]"
"Zahi Hawass is a disinformation agent for Egypt's version of the CIA. I've read all 907 contact reports of Billy Meier (took me three years) where they tell what the real story is regarding Giza. They are over 73,000 years old. Egyptians only borrowed them. There's a reason why they are the exact shape of Orion's belt. Wink",@geosynchronous4386,0,0,"[0.027494533, 0.019849189]"
This is just the beginning of disclosure my love❤,@jimmyjames5514,0,0,"[-0.010146141, -0.019351209]"
Zahi Hawass is an ASS ... He's basically a tour guide who has been given the power to protect the tourist traps he created around the Great Pyramids at all cost.,@MikeBaxterABC,0,0,"[-0.008317271, -0.025468025]"
The giants made them before the flood,@jeanniekessler6671,0,0,"[-0.03497478, 0.029180435]"
"I am reminded  of the Thousand and Thousand of graves under the Canadian Residential Schools, And yet not one body has been found??",@MikeBaxterABC,0,0,"[-0.007853253, -0.009303327]"
They say there's a black pyramid underground in Alaska.,@Ninjamlm,0,0,"[0.0070201075, -0.010232873]"
Everybody knows it's Herby Hancock,@griff8356,0,0,"[-0.027239297, -0.011347403]"
Defund Hawass...The gig is up...,@munimack,0,0,"[0.03423771, 0.0072704377]"
😂😂😂 Really Funny https://youtube.com/shorts/GXckQ8YJOlE?si=42NXsdRJ6GZdtz24,@harryceyler6031,0,0,"[-0.039643314, 0.0044955704]"
Now that we know there is a vastly large structure under the pyramid can we get a team put together to go explore that?,@Westpine29,0,0,"[-0.020519987, -0.03679035]"
original vid from youtube channel: project unity,@endeduphere,0,0,"[-0.061184634, 0.0012566657]"
Large Duracell batteries lmao,@AlexanderJaney,0,0,"[-0.008702362, -0.035787534]"
Thats lower than freedom tower,@Billy-v2e,0,0,"[0.023134919, -0.039313298]"
SAR (synthetic aperture radar),@jolespin,0,0,"[0.02000192, -0.017436948]"
"Advanced Stone builders yes, advanced technology no, they did not understand the solar system to be a heliocentric. Any advanced technology would know the workings of the solar system and also know the existence of planets beyond the human eye",@Wells-f9u,0,0,"[0.029013352, 0.042411532]"
"Hey Joe, you’ve probably heard about the 2025 Khafre Project’s 648-meter wells under Giza, but here’s a deeper layer: they resonate at 111 Hz, a frequency tied to consciousness (like the Hypogeum in Malta). The Coffin Texts (2100 BCE) describe Osiris rituals “making the earth hum” at this frequency, and Al-Maqrizi (14th century) notes the Fatimids sealed a “humming” shaft near Khafre, fearing its power. I’ve got more—ancient leaks, global network ties. Reach out! Mel Prather",@mapmaker1697,0,14,"[0.009869727, 0.05174478]"
Chris is so low IQ … he’s grifted his way thru interviews but every time he opens his mouth his idiocy keeps showing,@LibertypopUK,0,0,"[0.006548683, -0.025169408]"
It’s bullshit! No peer review what so ever! Utter nonsense,@gianmartial,0,0,"[-0.00011892152, -0.021665463]"
"Imagine an ancient, technically advanced society. Let's bury this dangerous radioactive waste 600 meters underground, build a monolithic warning structure on top to stop future humans from coming in harms way......2025, BRING IN THE TUNNELLING MACHINES, WE MUST SEE WHAT'S DOWN THERE !",@crouchingwombathiddenquoll5641,0,0,"[-0.032692283, -0.0020402072]"
Jewish mattresses 🇮🇱,@TazBo-wd2ig,0,0,"[0.004664131, -0.044372357]"
Control of the people with lies we are not of this world seven gods made us,@StuartjohnHillier,0,1,"[-0.043564238, 0.050225146]"
Massive public restrooms,@chrisd9961,0,0,"[0.012307607, -0.012409153]"
Bring Graham and Randall!!!!,@gaawn,0,0,"[0.049294986, -0.034377698]"
Ancient power plant,@adamreed8995,0,0,"[-0.04648225, 0.0018305414]"
Zahi Hawass needs to step aside.  He has been preventing discoveries for too long!,@FreedomEveryWay,0,0,"[-0.004008172, -0.025620045]"
"IF those coils shapes are constructed out of metal, and not just stone or cutouts, then our entire understanding of history will have been obliterated with one discovery.",@unnamed6419,27,3,"[-0.029449943, 0.043549027]"
No,@ungenbunyon5548,0,0,"[0.020649299, 0.002508606]"
"Joe Rogan, conspiracy addict and in love with fake news.",@nathancampagna4331,0,0,"[0.022408647, -0.029820034]"
"Something tells me that something bad is going to happen in the world and they want to distract the world with this news. Don't get me wrong I believe this is true they have  always known it, but why tell the world until now?",@alexizreyes3663,0,0,"[-0.018202279, -0.0029373192]"
"Showing some noise pictures, some home made graphics no proof what so ever with tech not going deeper like 2 meters. Make one picture of London and map out the metro lines sure they can’t.  This tech is only for undiscovered fantasies.",@fvrank,0,0,"[-0.008831572, 0.032290205]"
I'd be looking at the rest of the pyramids and other structures around the globe.,@robertcourtney5394,0,0,"[0.026010787, -0.014560665]"
It wasn't lidar so that's not the best start.,@AlisonBardo,1,0,"[0.040209725, -0.06813506]"
I found out I am myself a pyramid while homeless living in a car for 3 years and pushing myself past my limits walking and running 100s to 1000s of miles  I connected to this special energy that I can now not get enough of,@justinkahl6546,0,1,"[0.047369383, -0.026092801]"
So I guess Stargate was actually a documentary.,@denofwolves1969,0,0,"[0.018500593, -0.08288252]"
100% pyramids are power plants ment to power something that we haven't yet figured out...the missing gold tip on top is another missing element,@silviutudorescu8114,0,0,"[0.012348277, -0.0052962857]"
This hasn’t been actually verified correct? Nothing has been researched more than the guy who said this? Can SAR even penetrate 600m? I thought it had a max of like 100m,@Costaricanbooty,0,0,"[0.03931244, -0.032434236]"
Apparently they’ve never found a mummy or any remains inside any pyramid .,@antoniopalmero4063,0,0,"[-0.0045858747, -0.03586285]"
"If this is true, woah dude 😎",@jhonsepulvedo6750,0,0,"[-0.025107816, 0.0065163677]"
Its not lidar. Its all about vibration.,@jasonlloyd3335,0,0,"[0.0094373515, -0.073389746]"
"I think ""they"" look like batterys or capacitors!",@TheClintmeister,0,0,"[-0.037327826, 0.028050737]"
